date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:40:35	727/727	---M-Z	200	added ('OK')	text/css	etag:6cf6ea227185b9162560ee029c24558a	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/jquery.notifyBar.css?v=1.8.5	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/jquery.notifyBar4489.css	(from https://untappd.com/api/docs/v4)
00:40:35	562/562	---M-Z	200	added ('OK')	text/css	etag:06a4d3e0edff316836f0649d2f7475e5	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/tipsy.css?v=1.8.5	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/tipsy4489.css	(from https://untappd.com/api/docs/v4)
00:40:36	58968/58968	---M-Z	200	added ('OK')	application/javascript	etag:6e07a8398149faf76084c0a8189a53ae	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/js/prettify.js?31283092	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/js/prettify69df.js	(from https://untappd.com/api/docs/v4)
00:40:36	1000/1000	---M-Z	200	added ('OK')	text/css	etag:ba3260c46f52351aab2009fc21bfc527	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/prettify.css?v=1.8.5	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/prettify4489.css	(from https://untappd.com/api/docs/v4)
00:40:36	1387/1387	---M-Z	200	added ('OK')	application/javascript	etag:66e1c930ca3b89e501267c72fa769917	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/js/navigation.js?v=1.2.2	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/js/navigationcdae.js	(from https://untappd.com/api/docs/v4)
00:40:36	72766/72766	---M-Z	200	added ('OK')	application/javascript	etag:6f95155fd6469590d96c9651ee156795	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v2/js/handlebars.js?v=1.2.2	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v2/js/handlebarscdae.js	(from https://untappd.com/api/docs/v4)
00:40:37	1922/1922	---M-Z	200	added ('OK')	text/css	etag:4aefd8a401e72a5feb0449f1f4f5b365	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/reset.css	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/reset.css	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:37	12176/12176	---M-Z	200	added ('OK')	text/css	etag:0efd75899aacf5fdc5705f4c053925ad	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/sidebar.css	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/sidebar.css	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:37	62715/62715	---M-Z	200	added ('OK')	text/css	etag:e736a43515571a613a0091d1b999cd86	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/content.css	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/content.css	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:37	10229/10229	---M-Z	200	added ('OK')	text/css	etag:eac6a60f0cbf69b7d463a7b134a6dd1e	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/mod-tools.css	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/mod-tools.css	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:38	689/689	---M--	200	added ('OK')	image/png	etag:79b1bd23cd0e1eaf609510a83a968845	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/login-top.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/login-top.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:38	179/179	---M--	200	added ('OK')	image/png	etag:7fb219cc2dbe1fbb5677fa45916ac109	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/login-repeat.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/login-repeat.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:38	700/700	---M--	200	added ('OK')	image/png	etag:4112c21ec0ee9a8cfc00ccce91100ad8	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/login-bottom.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/login-bottom.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:39	5874/5874	---M--	200	added ('OK')	image/png	etag:d4df24ef31a1fcae7a13951b8ba0f929	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/ut-logo.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/ut-logo.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:39	5138/5138	---M--	200	added ('OK')	image/png	etag:360a7b8466810ddbd87704a4ef750255	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/btn-join.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/btn-join.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:39	5008/5008	---M--	200	added ('OK')	image/png	etag:2e0730cd762cfc70c2174d0ff1a19a28	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/btn-signin.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/btn-signin.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:39	2713/2713	---M--	200	added ('OK')	image/png	etag:8db9b8e20f0b06852f403a7b868e7be1	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/btn-beer-edit.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/btn-beer-edit.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:39	4164/4164	---M--	200	added ('OK')	image/png	etag:4e47fad0f390a85cfbbac9f81fb4db15	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/btn-beer-merge.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/btn-beer-merge.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:40	4402/4402	---M--	200	added ('OK')	image/png	etag:c71d9775f4acea2ebee7aad742188156	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/rp-bg.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/rp-bg.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:40	27380/27380	---M--	200	added ('OK')	image/jpeg	etag:897fafeeb155f469caabdc2e7abe48d6	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/ut-rp.jpg	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/ut-rp.jpg	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:41	3783/3783	---M--	200	added ('OK')	image/png	etag:e49d5c8812cada3a08e996eeb840e9ce	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/friendlist-remove-btn.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/friendlist-remove-btn.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:41	6583/6583	---M--	200	added ('OK')	image/png	etag:%22ffc4c1faa638b23aec71c3d7c5572833%22	https://untappd.s3.amazonaws.com/site/assets/images/follow-list-btn.png	J:/MyWebSites/Untappd_API/untappd.s3.amazonaws.com/site/assets/images/follow-list-btn.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:42	2589/2589	---M--	200	added ('OK')	image/png	etag:%229984cb3a79b685de6a120c74b7adb74e%22	https://untappd.s3.amazonaws.com/site/assets/images/follow-list-unbtn.png	J:/MyWebSites/Untappd_API/untappd.s3.amazonaws.com/site/assets/images/follow-list-unbtn.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:42	4600/4600	---M--	200	added ('OK')	image/png	etag:378e72410e5a739edd7b7370ae9ab533	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/friendlist-add-btn.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/friendlist-add-btn.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:42	1618/1618	---M--	200	added ('OK')	image/png	etag:86fce3b7a8399f48234352280d0d4ffd	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/friendlist-pending-btn.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/images/friendlist-pending-btn.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/css/master.css?v=1.8.5)
00:40:42	3889/3889	---M--	200	added ('OK')	image/png	etag:c24434cd2606686b5a6a026c70d80cfe	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/ut_logo.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/ut_logo.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:43	1226/1226	---M--	200	added ('OK')	image/png	etag:727c7ecadae7b5357d26fc5791bc2ef1	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/header_search_icon.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/header_search_icon.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:43	1124/1124	---M--	200	added ('OK')	image/png	etag:a94e9ada7178fd0ad33525ffb0669a85	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/user_nav_right.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/user_nav_right.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:43	1107/1107	---M--	200	added ('OK')	image/png	etag:c14327143e619292b570cc5ecf8ad111	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/mobile_menu_btn@2x.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/mobile_menu_btn@2x.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:44	6547/6547	---M--	200	added ('OK')	image/png	etag:7a8f9d4fd6e3733ae491096584798930	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/ut_logo@2x.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/ut_logo@2x.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:44	1622/1622	---M--	200	added ('OK')	image/png	etag:9b67fd112deea0c6eb09272f83bda5c2	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/header_search_icon@2x.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/header_search_icon@2x.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:44	70/70	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Apr%202014%2007:40:46%20GMT	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/user_nav_right@2x.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/user_nav_right@2x.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:44	1109/1109	---M--	200	added ('OK')	image/png	etag:673418eac5d0f6101afd7d97a9f0af7e	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/profile_location_bw.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/profile_location_bw.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:45	981/981	---M--	200	added ('OK')	image/png	etag:11c3a64bb404f3931d3bb68249ab74ec	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/sb_req_accept.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/sb_req_accept.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:45	959/959	---M--	200	added ('OK')	image/png	etag:8d55bfe7555f05dcab2373a331eb2e9a	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/sb_req_reject.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/sb_req_reject.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:45	1304/1304	---M--	200	added ('OK')	image/png	etag:7a4a3288af213e4cc23381db1cfd8501	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/profile_supporter_flag.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/profile_supporter_flag.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:45	1084/1084	---M--	200	added ('OK')	image/png	etag:9e6dd90b287e0e1511093bc3580b6106	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/profile_ico_username_bw.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/profile_ico_username_bw.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:45	10689/10689	---M--	200	added ('OK')	image/gif	etag:65edb872a6747d8eb4835f7eb35a72a3	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/beer_loader.gif	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/beer_loader.gif	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:46	1565/1565	---M--	200	added ('OK')	image/png	etag:cc2bdd06ab8c1bc41f9ba9674dc5b381	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/ico_checkin_photo.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/ico_checkin_photo.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
00:40:46	2144/2144	---M--	200	added ('OK')	image/png	etag:ecc72c122c973630705f9c33d028d794	https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/ico_checkin_photo@2x.png	J:/MyWebSites/Untappd_API/3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/images/ico_checkin_photo@2x.png	(from https://3c66724003d974c2f72a-122c9eb518099aa035dafdfd38394a83.ssl.cf2.rackcdn.com/site/v3/css/style.css?v=1.8.5)
